Title,Text
"귀엽거나 or 여성스럽거나, 둘 다 만족!",덤블 숏 점퍼에 니트 원피스를 매치하여 귀여운 스타일링을 하였다. 머플러로 따뜻함을 더 하였다.
"봄을 기다리며, 화사한 롱 스커트!",롱 코트에 반폴라 니트와 도트 롱스커트를 매치하여 러블리한 스타일링을 하였다. 플랫슈즈로 귀여움을 더 하였다.
라운드 니트로 완성하는 ‘모던 오피스룩’,울 코트에 비즈 장식 라운드 니트와 하이웨스트 슬랙스를 매치하여 심플한 오피스룩을 연출하였다. 귀걸이 등 액세서리를 매치해도 좋을 것이다.
"프리미엄, 스카이캐슬 맘들의 패딩룩?",퀼팅 구스다운 점퍼에 라운드 니트와 H라인 스커트를 매치하여 여성스러운 스타일링을 하였다. 다운 점퍼에 벨트로 여성스러움을 더 하였다.
얼굴 작아 보이는 울 빅카라 코트,울 코트에 터틀넥 니트와 머메이드 스커트를 매치하여 오피스룩을 연출하였다. 앵클부츠로 라인을 살려주었다.
히든 버튼으로 품격 높이기!,핸드메이드 코트에 프릴 장식 니트와 트위드 스커트를 매치하여 페미닌 룩을 연출하였다.
"체크 코트에 베이직 로퍼, 모던 학생룩",체크 패턴 슬림 핏 롱 코트에 울 니트와 부츠컷 팬츠를 매치하여 심플한 데일리룩을 연출하였다. 베이직 로퍼에 삭스를 매치해도 좋을 것이다.
상위 0.1% 스카이캐슬 룩 따라잡기,테일러드 롱 코트에 원피스를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 귀걸이로 포인트를 주었다.
스키장갈 때 입어도 좋을 롱패딩,패딩 점퍼에 라운드넥 니트와 데님 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 장갑으로 따뜻함을 더 하였다.
고급스러운 맘 패션 ‘체크 코트로 해결’,하운드 투스 롱 코트에 골지 티셔츠와 블랙진으로 시크한 스타일링을 하였다. 로퍼에는 검정색 삭스를 매치하면 좋을 것이다.
남자친구가 좋아해~ 오늘의 데이트 코디,롱 코트에 V넥 니트와 체크 스커트를 매치하여 발랄한 스타일링을 하였다. 머플러를 매치해도 좋을 것이다.
상위 0.1% 클래식한 스쿨 룩 느낌!,누빔 롱 코트에 골지 니트와 트임 스커트를 매치하여 페미닌한 스타일링을 하였다. 앵클부츠로 라인을 살려주었다.
‘귀여움 뿜뿜’ 면바지와 터틀넥 니트,핸드메이드 숏 코트에 터틀 니트와 베이직한 바지를 매치하여 보이시한 스타일링을 하였다. 바지는 롤업하여 삭스와 매치해도 좋을 것이다.
"러블리, 사랑스러운 플로럴 원피스",울 롱코트에 폴라 티셔츠와 롱 원피스를 레이어드 매치하여 러블리한 스타일링을 하였다. 버킷백으로 포인트를 주었다.
"친구들과 만날땐, 시크한 테일러드 재킷",테일러드 자켓에 터틀넥 니트와 팬츠를 매치하여 시크한 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
핸드메이드 코트로 품격있고 우아하게~,핸드메이드 코트에 배색 니트 H라인 스커트를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 귀걸이를 매치해도 좋을 것이다.
학생들을 위한 방학시즌 캐주얼 룩,더블 하프 코트에 터틀넥 니트와 데님 팬츠를 매치하여 심플한 데일리룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
"미니 울 재킷, 다리가 길어보여요~",데일리 자켓에 플러워 블라우스와 일자 데님 팬츠를 매치하여 페미닌한 스타일링을 하였다. 볼드한 귀걸이를 매치해도 좋을 것이다.
SKY캐슬 연상되는 매니시 차도녀 룩,체크패턴 벨티드 코트에 V넥 니트와 슬랙스를 매치하여 키치한 스타일링을 하였다. 앵클 부츠로 포인트를 주었다.
롱코트+캐시미어 니트로 러블리룩!,롱 코트에 캐시미어 니트와 A라인 체크 스커트를 매치하여 러블리한 스타일링을 하였다. 플랫슈즈로 귀여움을 더 하였다.
몸매를 강조하는 러블리 데이트 스타일,롱 코트에 체크 원피스를 매치하여 러블리한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
체크 코트에 앵클부츠 겨울코디!,체크 코트에 니트와 슬랙스를 매치하여 심플한 원포인트 스타일링을 하였다. 앵클부츠로 포인트를 주었다.
한겨울에도 세련된 오피스룩!,롱 코트에 폴라니트와 H라인 스커트를 매치하여 라인이 돋보이는 오피스룩을 연출하였다. 펌프스 힐로 라인을 더욱 살려주었다.
"1월 1일, 시작은 편안한 캐주얼룩!",베이직 점퍼에 라운드넥 니트와 데님팬츠를 매치하여 편안한 데일리룩을 연출하였다. 레오파드 머플러로 포인트를 주었다.
"12월 31일, 마지막 날에는 퍼 재킷",퍼 자켓에 폴라티셔츠와 일자 데님팬츠를 매치하여 시크한 스타일링을 하였다. 앵클부츠로 라인을 살려주었다.
심플 터틀넥 #뉴요커 룩,핸드메이드 울 코트에 보카시 니트와 면 팬츠를 매치하여 심플한 데일리룩을 연출하였다. 앵클 부츠로 포인트를 주었다.
요즘 체크 패턴 입으면 #인싸 등극,체크 테일러드 코트에 하이넥 니트 원피스를 매치하여 시크한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
"연말 모임이 많을땐, 스카프 포인트!",연말이나 신년 모임에 어울리는 차분한 느낌의 정장 룩을 소개한다. 퍼플 컬러의 롱 코트에 스카프 벨트로 포인트를 줘 우아함을 높였다. 여기에 미디 스커트와 펌프스를 더해 마무리했다.
"크리스마스 데이트 룩, 핑크 코트",체크 스커트에 밝은 컬러감의 핸드메이드 코트를 매치해 따뜻하면서도 여성스러운 느낌의 데이트 코디를 완성했다. 크리스마스를 앞두고 데이트 룩으로 활용하면 좋다. 
크리스마스 데이트 룩 코디팁2,더블 버튼 코트에 니트와 플러워 원피스를 레이어드 매치하여 러블리한 스타일링을 하였다. 귀걸이 등을 매치해도 좋을 것이다.
크리스마스 데이트 룩 코디팁1,핸드메이드 퍼 코트에 벨벳 원피스를 매치하여 결혼식 등에 어울리는 스타일링을 하였다. 시계로 포인트를 주었다.
품격이 느껴지는 뉴 핸드메이드 코트,핸드메이드 코트에 니트와 플레어 스커트를 매치하여 심플한 데일리룩을 연출하였다. 롱부츠로 따뜻함을 더 하였다.
"체크 트렌치 코트, 연말 모임 에지있게!",체크 트렌치 코트에 앙고라 니트와 와이드 슬랙스를 매치하여 모노톤의 스타일링을 하였다. 액세서리를 매치해도 좋을 것이다.
"본격적인 한파, 패딩 점퍼가 답이다",패딩 점퍼에 앙고라 니트와 데님 팬츠를 매치하여 편안한 스타일링을 하였다. 스니커즈로 편안함을 더 하였다.
"와이드 카라 코트, 얼굴 작아보여",와이드 카라 코트에 울 니트와 롱스커트를 매치하여 걸리시룩을 연출하였다. 버킷백으로 포인트를 주었다.
"시크한 뉴요커 감성, 핸드메이드 롱 코트",벨티드 핸드메이드 코트에 립넥라인 니트와 니트 스커트를 매치하여 페미닌룩을 연출하였다. 귀걸이를 매치해도 좋을 것이다.
"양털 뽀글이 점퍼, 귀여움 지수 상승",보글이 넥 카라 숏 자켓에 폴라 티셔츠와 벨트 스커트를 매치하여 귀여운 스타일링을 하였다. 부츠로 따뜻함을 더 하였다.
단아한 오피스룩 스타일링 tip,하프 코트에 니트와 H라인 스커트를 매치하여 여성스러운 스타일링을 하였다. 앵클부츠로 라인을 살려주었다.
"갑작스러운 한파, 라쿤 롱 패딩",퍼 패딩 점퍼에 니트와 데님을 매치하여 편안한 스타일링을 하였다. 장갑으로 따뜻함을 더 하였다.
키치백과 운동화로 따뜻한 캐주얼룩,더블 코트에 울 니트와 코튼 팬츠를 매치하여 키치한 스타일링을 하였다. 미니 백으로 포인트를 주었다.
터틀넥과 울 코트의 트랜디한 조합,하프 코트에 폴라 니트와 벨벳 스커트를 매치하여 러블리한 스타일링을 하였다. 앵클 부츠로 라인을 살려주었다.
"기본, 심플보다 예쁜건 없어!",차이나 카라 점퍼에 목폴라 니트와 데님 팬츠를 매치하여 심플한 데일리룩을 연출하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
캐시미어 트렌치 코트와 롱 원피스,캐시미어 트렌치 코트에 롱 원피스를 매치하여 여성스러운 스타일링을 하였다. 퍼 스트랩 커버로 포인트를 주었다.
12월 연말 코디! 메탈릭 플리츠 스커트,베이직 코트에 앙고라 니트와 벨벳 롱스커트를 매치하여 러블리한 스타일링을 하였다. 유니크한 퍼 트리밍 백으로 포인트를 주었다.
흰 롤업 바지 멋지게 입는 방법,체크 더블 자켓에 울니트와 일자 팬츠를 매치하여 키치한 스타일링을 하였다. 팬츠는 롤업으로 매치해도 좋을 것이다.
"벨티드 코트, 추워진 날씨 하객룩!",벨티드 코트에 니트 원피스를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 귀걸이로 여성스러움을 더 하였다.
상큼하고 발랄한 퍼 트리밍 앵클부츠,핸드메이드 울 코트에 플라워 자수 니트와 체크 스커트를 매치하여 러블리한 스타일링을 하였다. 퍼 앵클부츠로 포인트를 주었다.
체크 롱 코트로 시크한 캠퍼스룩,체크 롤업 코트에 폴라 니트와 데님 팬츠를 매치하여 시크한 스타일링을 하였다. 드롭 귀걸이를 매치해도 좋을 것이다.
"핸드메이드 코트, 럭셔리한 윈터룩",핸드메이드 코트에 니트와 롱 스커트를 매치하여 페미닌한 스타일링을 하였다. 레오파드 백으로 포인트를 주었다.
롱 패딩 대신 숏 패딩은 어때?,패딩 점퍼에 폴라 티셔츠와 롤업 데님 팬츠를 매치하여 캐주얼룩을 연출하였다. 목도리로 따뜻함을 더 하였다.
더블 롱 코트로 매니시한 데일리룩!,체크 더블 롱자켓에 골지 스웨터와 데님 팬츠를 매치하여 베이직한 데일리룩을 연출하였다. 귀걸이 등을 매치해도 좋을 것이다.
"핸드메이드 코트, 고품격 오피스 룩!",
터틀넥+체크원피스로 프레피 룩!,핸드메이드 코트에 니트와 체크 스커트를 매치하여 여성스러운 스타일링을 하였다. 앵클부츠로 포인트를 주었다.
뷔스티에 원피스로 하객룩 완성!,핸드메이드 코트에 볼륨 셔츠와 롱원피스를 매치하여 키치한 스타일링을 하였다. 체인 숄더백으로 발랄함을 더 하였다.
"롱패딩은 지겨워, 이제는 숏패딩!",숏 패딩에 맨투맨과 데님 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 롤업 팬츠에 삭스로 포인트를 주었다.
체크 롱 코트로 귀엽게! 발랄하게~,체크 롱 코트에 루즈핏 니트와 청바지를 매치하여 베이직한 데일리룩을 연출하였다. 삭스 부츠로 포인트를 주었다.
결혼식 하객룩으로 좋은 정장룩,트위드 자켓에 5부 니트와 스커트를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 목걸이 등을 매치해도 좋을 것이다.
"메탈릭 주름 스커트, 연말 파티에 딱!",루즈핏 코트에 목폴라 니트와 주름 스커트를 매치하여 키치한 스타일링을 하였다. 가방으로 포인트를 주었다.
레트로한 무드의 데이트룩,롱 코트에 롱 원피스를 매치하여 러블리한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
에지를 더한 영화 속 커리어우먼 룩,리본 벨트 자켓에 폴라 티셔츠와 슬랙스 팬츠를 매치하여 가을에 어울리는 오피스룩을 연출하였다. 목걸이를 매치해도 좋을 것이다.
"플라워 패턴 원피스, 상견례-하객패션!",테일러드 카라 코트에 니트 조끼 플라워 패턴 롱 원피스를 매치하여 러블리한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
무스탕 재킷으로 럭셔리 데이트룩,무스탕 점퍼에 폴라 니트와 골지 스커트를 매치하여 걸리시 스타일링을 하였다. 앵클 부츠로 라인을 살려주었다.
여성스러운 느낌의 #캐주얼룩,패딩 점퍼에 니트와 밴딩 롱 스커트를 매치하여 편안한 리조트룩을 연출하였다. 블로퍼로 편안함을 더 하였다.
겨울 여행에 좋을 코디,항공 점퍼에 맨투맨 티셔츠와 데님 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
가디건에 스커트로 러블리룩,포인트 가디건에 베이직 스커트를 매치하여 걸리쉬한 스타일링을 하였다. 첼시부츠로 귀여움을 더 하였다.
자켓을 활용한 가을 오피스룩,체크 자켓에 폴라 티셔츠와 슬랙스를 매치하여 시크한 스타일링을 하였다. 펌프스 힐로 라인을 살려주었다.
체크 자켓에 앵클부츠 코디,체크 루즈핏 자켓에 스웨터와 부츠컷 데님을 매치하여 키치한 스타일링을 하였다. 앵클부츠로 멋스러움을 더 하였다.
보송보송 화이트 니트 입는법,체크 가디건에 니트와 코튼 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
베이지와 블랙 조합의 오피스룩,와이드 카라 코트에 베이직 셔츠와 트임 스커트를 매치하여 오피스룩을 연출하였다. 펌프스 힐로 포인트를 주었다.
부드러운 느낌의 가을 코디,오버핏 자켓에 니트와 코튼 팬츠를 매치하여 베이지 톤온톤 스타일링을 하였다. 아이템은 버건디로 컬러를 맞춰 매치하였다.
유행하는 일자핏 체크 자켓 입는법!,일자핏 체크 자켓에 카라 원피스를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 목걸이로 여성스러움을 더 하였다.
모던한 회색 코트에 슬랙스 코디!,벨트 포인트 숏 코트에 유니크한 컬러의 티셔츠와 슬랙스를 매치하여 심플한 오피스 룩을 연출하였다. 펌프스로 라인을 살려주었다.
간절기를 위한 점퍼+데님 코디!,루즈핏 점퍼에 후드 티셔츠와 데님 팬츠를 매치하여 편안한 데일리룩을 연출하였다. 포토 에코백으로 포인트를 주었다.
활동적인 가을 니트 코디법!,A라인 숏 코트에 라운드 니트와 코튼 팬츠를 매치하여 캐주얼룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
"여성스러운 패턴 원피스, 반하겠어!",루즈핏 코트에 롱 원피스를 매치하여 걸리시한 스타일링을 하였다. 앙고라 양말에 로퍼로 귀여움을 더 하였다.
모던+시크한 롱 스커트 입기!,원버튼 자켓에 롱 티셔츠와 니트 스커트를 매치하여 여성스러운 스타일링을 하였다. 뮬로 포인트를 주었다.
하객룩으로 좋은 트위드 재킷,트위드 자켓에 폴라 니트와 데님 팬츠를 매치하여 페미닌한 스타일링을 하였다. 귀걸이 등을 매치해도 좋을 것이다.
직장인을 위한 체크 롱 코트 코디법!,체크 자켓에 블라우스와 슬랙스를 매치하여 심플한 오피스룩을 연출하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
대학생을 위한 캐주얼 캠퍼스룩,숏자켓에 버튼 니트와 블랙진을 매치하여 이지 캐주얼룩을 연출하였다. 데님은 롤업으로 매치하면 더욱 멋스러울 것이다.
화사한 블라우스 원피스 패션,롱 블라우스 원피스에 쁘띠 스카프를 매치하여 편안한 나들이룩을 연출하였다. 블로퍼로 편안함을 더 하였다.
쌀쌀해진 가을 차분한 데이트룩,롱 재킷에 러플 블라우스와 니트 스커트를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 액세서리를 매치해도 좋을 것이다.
루즈핏 니트에 스커트로 가을코디!,루즈핏 니트에 체크 스커트를 매치하여 페미닌한 스타일링을 하였다. 드롭 이어링으로 포인트를 주었다.
트위드 자켓으로 가을 페미닌룩!,트위드 자켓에 티셔츠와 부츠컷 팬츠를 매치하여 페미닌 룩을 연출하였다. 클러치백으로 포인트를 주었다.
포근한 느낌의 여친룩 #체크가디건,체크가디건에 폴라 티셔츠와 데님 팬츠를 매치하여 따뜻한 데일리룩을 하였다. 슬링백으로 여성스러움을 더 하였다.
"트렌치 코트, 루즈핏한 매력의 아이템!",트렌치 코트에 블라우스와 스커트로 프레피룩을 연출하였다. 로퍼로 귀여움을 더 하였다.
청 재킷 세련되게 입는 법 TIP!,데님 자켓에 호피 패턴 블라우스와 와이드 슬랙스를 매치하여 키치한 스타일링을 하였다. 귀걸이 등을 매치해도 좋을 것이다.
"이지 캐주얼룩, 에코백+코치 재킷",베이직 점퍼에 화이트 팬츠를 매치하여 이지캐주얼룩을 연출하였다. 에코백으로 편암함을 더 하였다.
숏 가디건으로 러블리 데이트룩,숏 가디건에 프린트 원피스를 매치하여 러블리한 스타일링을 하였다. 드롭 귀걸이로 포인트를 주었다.
화이트 니트로 차분한 오피스룩,소매 디테일 니트에 H라인 스커트를 매치하여 오피스룩을 연출하였다. 슬링백으로 라인을 살려주었다.
가을을 위한 감각적인 레이어드룩,셔츠 레이어드 니트에 롤업 팬츠를 매치하여 캠퍼스룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
가을 베이직 아이템 #트렌치코트,트렌치 코트에 기본 티셔츠와 부츠컷 슬랙스를 매치하여 시크한 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
체크자켓에 블로퍼 ‘나도 패피!’,체크 자켓에 롱 티셔츠와 데님 팬츠를 매치하여 베이직한 데일리룩을 연출하였다. 블로퍼로 편암함을 더 하였다.
가을을 위한 꽃무늬 원피스!,쉬폰 프린트 원피스에 블로퍼를 매치하여 러블리한 스타일링을 하였다. 실버 이어링과 시계로 포인트를 주었다.
간절기엔 스트라이프 셔츠!,스트라이프 블라우스에 화이트 팬츠를 매치하여 심플한 데일리룩을 연출하였다. 블로퍼로 편안함을 더 하였다.
불금에 어울리는 레오파드 스커트~,가디건에 레오파드 스커트를 매치하여 원포인트 스타일링을 하였다. 골드 이어링으로 포인트를 주었다.
5살은 어려보여~ 편안한 이지룩,티셔츠에 롱스커트를 매치하여 이지 캐주얼룩을 연출하였다.  팔찌로 포인트를 주었다.
"대학생 개강룩, 기본 아이템으로 시크하게!",심플 티셔츠에 뷔스티에를 진과 매치하여 키치한 스타일링을 하였다. 슬링백으로 시크함을 더 하였다.
여성스러운 느낌의 커리어우먼 스타일!,
오피스룩으로 멋진 기본 슬랙스,브이넥 블라우스에 심플 팬츠를 매치하여 오피스룩을 연출하였다. 시계로 멋스러움을 더 하였다.
주말엔 편안하게 스니커즈!,스트라이프 블라우스에  화이트 팬츠를 매치하여 심플한 데일리룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
랩 플라워 원피스로 완성한 하객룩,랩 플라워 원피스에 귀걸이 등을 매치하여 발랄한 스타일링을 하였다. 로퍼로 편안함을 더 하였다.
브이넥 니트에 심플 슬랙스 룩!,브이넥 니트에 심플 슬랙스를 매치하여 오피스룩을 연출하였다. 목걸이로 포인트를 주었다.
"데이트룩, 프릴 블라우스로 포인트!","프릴 블라우스에 데님 팬츠를 매치하여 화사한 스타일링을 하였다. 드롭 귀걸이로 포인트를 주었다,"
가을에 어울리는 블라우스 연출법,볼륨 블라우스에 트임 롱 스커트를 매치하여 베이직한 스타일링을 하였다. 메탈 시계로 여성스러움을 더 하였다.
주말 나들이를 위한 이지 캐주얼룩,스트라이프 블라우스에 데님 숏팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 선글라스로 멋스러움을 더 하였다.
편안하게 셔츠 원피스로 코디고민 끝,스트라이프 셔츠 원피스를 귀걸이와 시계를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 샌들로 라인을 살려주었다.
결혼식 눈에 띄는 하객룩,플레어 원피스에 톤온톤 아이템을 매치하여 여성스러운 스타일링을 하였다. 반지와 팔찌로 여성스러움을 더 하였다.
쉬폰 스커트로 완성한 가을룩,프린팅 티셔츠에 롱 쉬폰 스커트를 매치하여 키치한 스타일링을 하였다. 팔찌로 포인트를 주었다.
컬러풀한 텐셀 셔츠!,소프트 블라우스에 슬랙스를 매치하여 심플한 오피스룩을 연출하였다. 귀걸이로 포인트를 주었다.
하객룩-상견례 룩으로 좋은 원피스,쉬폰 원피스를 귀걸이와 매치하여 결혼식 등에 어울리는 스타일링을 하였다. 샌들로 라인을 살려주었다.
뷔스티에로 완성한 걸리시룩,티셔츠에 포켓 원피스를 매치하여 걸리쉬한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
린넨 롱 스커트로 여성미 UP!,버튼 니트 가디건에 트임 스커트를 톤온톤 매치하여 심플한 룩을 연출하였다. 톤을 맞춘 팔찌로 포인트를 주었다.
폭염에는 이지룩이 대세!,라운드넥 티셔츠에 데님 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 슬리퍼로 편암함을 더 하였다.
체크 블라우스로 완성한 오피스룩,
얼굴빛 살려주는 오렌지 컬러룩,브이넥 니트 원피스에 블로퍼를 매치하여 페미닌 룩을 연출하였다. 팔찌와 시계를 레이어드 하여 매치하였다.
"카라 원피스, 걸그룹 사복패션 도전?",카라 원피스에 에코백과 스니커즈를 매치하여 심플한 데일리룩을 연출하였다. 팔찌로 포인트를 주었다.
"무더위, 프린팅 티셔츠로 완성한 바캉스룩",프린팅 티셔츠에 코튼 숏팬츠를 매치하여 편안한 리조트룩을 연출하였다. 틴트 선글라스로 포인트를 주었다.
호피 스커트로 펑키 클럽룩!,루즈핏 티셔츠에 호피 무늬 스커트를 매치하여 키치한 스타일링을 하였다. 스니커즈로  편안함을 더 하였다.
"중요한 날, 격식을 갖춘 옷차림 이것",랩 블라우스에 부츠컷 팬츠를 매치하여 여성스러운 룩을 연출하였다. 드롭 귀걸이로 포인트를 주었다.
"블라우스, 오피스룩으로 딱이야!",레이스 브이넥 블라우스에 슬림핏 팬츠를 매치하여 오피스룩을 연출하였다. 메탈 시계로 시원함을 더 하였다.
페스티벌-뮤페에 어울리는 옷 추천!,크롭 티셔츠에 데님 숏팬츠를 매치하여 페스티벌 등에 어울리는 스타일링을 하였다. 선글라스로 멋스러움을 더 하였다.
톤온톤 스타일링 코디법은?,스트라이프 티셔츠에 언발 스커트를 톤온톤 매치하여 러블리한 스타일링을 하였다. 팔찌로 포인트를 주었다.
소개팅에 입고가면 좋은 옷,퍼프소매 포인트 티셔츠에 머메이드 체크 스커트를 매치하여 결혼식 등에 어울리는 스타일링을 하였다. 귀걸이로 포인트를 주었다.
해변-바닷가에 어울리는 캐주얼룩,프린팅 티셔츠에 데님 숏 팬츠를 매치하여 키치한 스타일링을 하였다. 선글라스를 매치하여 포인트를 주었다.
나들이에 좋은 에스닉 원피스,롱 원피스에 니트 백을 매치하여 휴가철에 어울리는 스타일링을 하였다. 모자로 포인트를 주었다.
휴양지에서는 랩 스커트와 나시!,린넨 민소매 티셔츠에 롱 스커트를 매치하여 더운 여름에 어울리는 리조트 룩을 연출하였다. 니트 백으로 포인트를 주었다.
깜찍하고 발랄한 느낌의 러플 블라우스,러플 블라우스에 밴딩 팬츠를 매치하여 톤온톤 스타일링을 하였다. 시계에 팔찌를 레이어드해도 좋을 것이다.
몸매를 강조하는 뷔스티에 원피스,레터링 티셔츠에 체크 원피스를 레이어드하여 키치한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
깔끔하고 청순한 여대생 코디 이런 느낌?,스트라이프 셔츠에 스커트를 매치하여 심플한 데일리룩을 연출하였다. 목걸이로 포인트를 주었다.
"주말 더위, 체크 원피스로 고민 끝!",체크 원피스에 샌들을 매치하여 심플한 데일리룩을 연출하였다. 귀걸이로 포인트를 주었다.
"여성미 뿜뿜, 몸매 강조한 나시 룩",매듭 블라우스에 부츠컷 진을 매치하여 페미닌 룩을 연출하였다. 웨지 샌들로 라인을 살려주었다.
학생들을 위한 청바지 심플룩,레터링 티셔츠에 데님을 매치하여 보이시한 스타일링을 하였다. 데님을 롤업하여 발찌와 매치하면 더욱 좋을 것이다.
휴가지에서 주목 받는 에스닉 코디,루즈핏 티셔츠에 롱 스커트를 매치하여 에스닉한 스타일링을 하였다. 블로퍼로 편안함을 더 하였다.
"오늘이 대서,  더위 이기는 반바지 패션",루즈핏 티셔츠에 숏팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 귀걸이로 포인트를 주었다.
티셔츠와 와이드 팬츠로 편안한 학생룩,프린팅 티셔츠에 와이드 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 귀걸이로 포인트를 주었다.
로브 가디건으로 휴가 코디 완성,롱 로브 자켓에 x자 무지 티셔츠에 핫팬츠를 매치하여 휴가철에 어울리는 시원한 스타일링을 하였다. 클러치 백으로 멋스러움을 더 하였다.
플라워 원피스 하나로 코디 끝!,쉬폰 프린트 원피스에 샌들을 매치하여 결혼식등 행사에 어울리는 스타일링을 하였다. 볼드한 귀걸이로 포인트를 주었다.
패턴으로 에스닉 리조트룩,프린트 블라우스에 랩스커트 투피스를 매치하여 리조트룩을 연출하였다. 파나마 햇으로 멋스러움을 더 하였다.
소개팅 나갈 땐 오프숄더 블라우스,오프숄더 블라우스에 데님 팬츠를 매치하여 어깨 라인이 돋보이는 여성스러운 스타일링을 하였다. 귀걸이로 포인트를 주었다.
20대를 위한 이지 데일리룩,민소매 티셔츠에 랩스커트를 매치하여 이지 캐주얼룩을 연출하였다. 선글라스로 멋스러움을 더 하였다.
니트 티셔츠로 완성한 오피스룩,니트 티셔츠에 H라인 롱 스커트를 매치하여 캐주얼한 오피스룩을 연출하였다. 귀걸이로 포인트를 주었다.
"그린 컬러 룩, 산뜻하게 밝게!",플레어 원피스에 에코백을 매치하여 편안한 스타일링을 하였다. 더운 한낮에는 선글라스를 매치하면 좋을 것이다.
