Title,Text
오프숄더 여성스러운 데이트룩,오프숄더 블라우스에 팬츠를 매치하여 러블리한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
로브 가디건으로 제주도 여행 코디,로브 가디건에 슬리브리스와 데님 숏팬츠를 매치하여 휴가철에 어울리는 스타일링을 하였다. 캔버스 백으로 편안함을 더 하였다.
여름에는 #플레어 롱 스커트,레터링 티셔츠에 플레어 롱 스커트를 연출하여 청순한 스타일링을 하였다. 팔찌로 포인트를 주었다.
심플 니트와 체크 스커트의 만남,심플 니트에 체크 스커트를 매치하여 리조트룩을 연출하였다. 더운 한낮에는 라탄 모자를 연출하면 좋을 것이다.
"청순 원피스 찾고 있다면, 여신룩!",플라워 원피스에 스트랩 샌들과 니트 백을 연출하여 심플한 데일리룩을 연출하였다. 메탈 시계로 포인트를 주었다.
11자 다리라인 살려주는 데님 팬츠,레터링 티셔츠에 데님 숏 팬츠를 매치하여 이지 캐주얼룩을 연출하였다. 더운 한낮에는 선글라스를 매치하면 좋을 것이다.
여름 휴가에 어울리는 오프숄더 원피스,오프숄더 원피스에 라탄 백을 매치하여 시원한 휴가철 룩을 연출하였다. 볼드한 귀걸이로 포인트를 주었다.
바다를 닮은 롱 셔츠 원피스,롱 셔츠 원피스에 라탄백을 매치하여 리조트룩을 연출하였다. 선글라스로 멋스러움을 더 하였다.
"오프숄더 룩, 휴양지에 딱!",오프숄더 블라우스에 데님 숏팬츠를 매치하여 휴가에 어울리는 스타일링을 하였다. 웨지 슬리퍼로 라인을 살려주고 편안함을 더 하였다.
체크패턴 셔츠로 편안하게!,린넨 체크 셔츠에 베이직 숏팬츠를 매치하여 심플한 캠퍼스룩을 연출하였다. 모자로 포인트를 주었다.
반소매 니트로 페미닌 나들이룩,민소매 니트에 스트라이프 린넨 스커트를 매치하여 페미닌한 스타일링을 하였다. 목걸이로 포인트를 주었다.
여름을 위한 여성 오피스룩,라운드 티셔츠와 린넨 스커트를 톤온톤 매치하여 오피스룩을 연출하였다. 귀걸이로 포인트를 주었다.
자수 블라우스 에스닉 코디 완성,자수 블라우스에 하이웨스트 데님숏팬츠를 매치하여 에스닉한 스타일링을 하였다. 헤어밴드로 포인트를 주었다.
"편안해, 스퀘어 블라우스+니트백",스퀘어 블라우스에 데님 진을 매치하여 베이직한 데일리룩을 연출 하였다. 실버 목걸이로 포인트를 주었다.
뷔스티에 하나로 코디 끝! 노출 패션,뷔스티에 블라우스에 코튼 팬츠를 매치하여 시원한 스타일링을 하였다. 더운 한낮에는 선글라스를 매치하면 좋을 것이다.
라탄-바스켓 백으로 완성 나들이룩,자수 티셔츠에 도트 스커트를 매치하여 러블리한 스타일링을 하였다. 유니크한 바스켓 백으로 포인트를 주었다.
린넨 스커트 이지 캐주얼룩,민소매 티셔츠에 린넨 스커트를 매치하여 이지 캐주얼룩을 연출하였다. 서클 이어링으로 포인트를 주었다.
"도트 패턴, 블랙&화이트 룩",도트 블라우스에 린넨 반바지를 매치하여 모노톤의 심플한 스타일링을 하였다. 목걸이로 포인트를 주었다.
뷔스티에 원피스 레이어드룩,라운드 반팔티셔츠에 원피스를 레이어드 하여 심플한 데일리룩을 연출하였다. 헤어 밴드로 귀여움을 더 하였다.
결혼식에 어울리는 플라워 미니 스커트,브이넥 반팔 니트에 H라인 스커트를 매치하여 결혼식 등에 어울리는 스타일링을 하였다. 메탈 시계로 포인트를 주었다.
비치 롱 가디건으로 완성하는 써머룩,롱 가디건에 민소매 티셔츠에 숏 팬츠를 매치하여 편안한 캐주얼룩을 연출하였다. 토트백으로 포인트를 주었다.
데님 스커트를 입는 방법,가디건과 니트 세트에 데님 스커트를 매치하여 베이직한 데일리룩을 매치하였다. 선글라스로 포인트를 주었다.
체크 랩 원피스로 캠퍼스 여신되기,체크 랩 원피스에 뮬을 매치하여 러블리한 스타일링을 하였다. 더운 한낮에는 선글라스를 매치하면 좋을 것이다.
로브 가디건과 메쉬백의 꿀조합,로브 가디건에 린넨 민소매 티셔츠와 데님 숏팬츠를 매치하여 시원한 스타일링을 하였다. 메쉬 백으로 포인트를 주었다.
"휴양지 여행에 딱, 가디건",오픈 가디건에 루즈핏 플라워 원피스를 매치하여 나들이에 어울리는 스타일링을 하였다. 라피아 햇으로 포인트를 주었다.
여성스러운 뷔스티에 룩,뷔스티에 레이어드 티셔츠에 데님 팬츠를 매치하여 러블리한 데일리룩을 연출하였다. 귀걸이로 포인트를 주었다.
루즈핏 체크 셔츠로 완성한 캠퍼스룩,박시 셔츠에 레이온 반팔 티셔츠에 스커트를 매치하여 이지 캐주얼룩을 연출하였다. 캔버스백으로 편안함을 더 하였다.
컬러 린넨 스커트로 포인트 살리기,레이스 블라우스에 H라인 스커트를 매치하여 오피스룩을 연출하였다. 목걸이로 포인트를 주었다.
쉬폰 블라우스로 여성미 강조!,쉬폰 블라우스에 데님 팬츠를 매치하여 여성스러운 데일리룩을 연출하였다. 드롭 귀걸이로 포인트를 주었다.
여름을 준비하는 써머룩,체크 블라우스에 숏팬츠를 매치하여 편안한 리조트룩을 연출하였다. 더운 한낮에는 선글라스를 매치해도 좋을 것이다.
여름을 위한 #린넨 원피스,린넨 원피스에 크로스 백과 블로퍼 샌들을 매치하여 갑자기 더워진 날씨에 맞는 스타일링을 하였다. 심플한 팔찌로 멋스러움을 더 하였다.
오피스룩으로 좋은 린넨 자켓,린넨 자켓에 쉬폰 블라우스와 데님 팬츠를 매치하여 모던한 스타일링을 하였다. 드롭 귀걸이를 매치해도 좋을 것이다.
시원한 블루 컬러 룩,스트라이프 셔츠에 데님 팬츠를 매치하여 베이직한 데일리룩을 연출하였다. 유니크한 힐로 포인트를 주었다.
도트 스커트로 발랄한 휴일룩,숏가디건에 도트 스커트를 매치하여 러블리한 스타일링을 하였다. 목걸이로 포인트를 주었다.
미디엄 스커트로 연출한 오피스룩,린넨 자켓에 프린팅 티셔츠와 미디엄 스커트를 매치하여 심플한 오피스룩을 연출하였다. 스카프 백으로 포인트를 주었다.
여대생을 위한 발랄한 느낌의 스쿨룩,숏 야상점퍼에 라운드 티셔츠와  스커트를 매치하여 발랄한 스타일링을 하였다. 로퍼로 편안함을 더 하였다.
휴양지에 어울리는 휴가 비치룩,오버핏 린넨 자켓에 티셔츠와 뷔스티에 원피스를 레이어드하여 소녀같은 스타일링을 하였다. 라운드 백으로 포인트를 주었다.
여름에는 시원한 린넨 자켓이 딱!,린넨 자켓에 플라워 밴딩 블라우스와 부츠컷 팬츠를 매치하여 여성스러운 스타일링을 하였다. 귀걸이를 매치해도 좋을 것이다.
체크 재킷으로 완성한 오피스룩,체크 자켓에 로고 반팔 티셔츠와 슬랙스를 매치하여 키치한 스타일링을 하였다. 메탈 시계를 매치해도 좋을 것이다.
봄을 부르는 그린 패턴 룩,라운드넥 니트에 플레어 스커트를 매치하여 차분한 스타일링을 하였다. 메탈 시계로 여성스러움을 더 하였다.
"시크함 그 자체, 블랙&화이트 룩",트임 자켓에 린넨 티셔츠와 랩스타일 치마바지를 매치하여 모노톤의 오피스룩을 연출하였다. 펌프스로 라인을 살려 주었다.
플라워 패턴으로 완성한 페스티벌 룩,숏자켓에 플라워 프린트 원피스를 매치하여 러블리한 스타일링을 하였다. 더운 한낮에는 선글라스를 매치하면 좋을 것이다.
린넨 재킷으로 심플하게 멋내기,린넨 자켓에 슬립 원피스를 매치하여 시크한 스타일링을 하였다. 목걸이로 포인트를 주었다.
여성미 제대로 살리는 데님스커트,린넨 체크 숏 자켓에 슬림 티셔츠와 데님 스커트를 매치하여 키치한 스타일링을 하였다. 목걸이를 매치해도 좋을 것이다.
컬러풀한 원피스로 포.인.트.룩,셔츠형 숏 점퍼에 파스텔톤 퍼프소매 원피스를 매치하여 러블리한 스타일링을 하였다. 귀걸이로 포인트를 주었다.
야상 자켓으로 완성한 걸리쉬룩,야상 자켓에 레터링 티셔츠와 롱 스커트를 매치하여 데일리룩을 연출하였다. 유니크한 가방으로 포인트를 주었다.
데이트-봄 나들이 좋은 여친룩,체크 싱글 자켓에 라운드 티셔츠와 원피스를 레이어드하여 톤온톤 스타일링을 하였다. 로퍼에 삭스를 매치해도 좋을 것이다.
지금 입기 좋은 린넨 자켓,마 자켓에 블라우스와 슬림 진을 매치하여 심플한 데일리룩을 연출하였다. 힐로 라인을 살려주었다.
남자친구가 좋아해~ 걸리쉬룩,가디건에 프릴 롱스커트를 매치하여 러블리한 걸리쉬룩을 연출하였다. 드롭 귀걸이로 포인트를 주었다.
친구 결혼식이라면 트위드 자켓,트위드 자켓에 린넨 티셔츠와 기본 슬랙스를 매치하여 심플한 데일리룩을 연출하였다. 목걸이나 귀걸이등 액세서리로 포인트를 주어도 좋을 것이다.
기본 스트라이프 셔츠 #데일리룩 (남자편),기본 스트라이프 셔츠에 일자 데님을 매치하여 심플한 느낌의 데일리룩을 연출했다. 여기에 맨발에 로퍼를 더하고 시계로 마무리했다. 
데이트에 좋은 흰 자켓에 청바지,린넨 롱 자켓에 프린트 티셔츠와 부츠컷 데님을 매치하여 페미닌 룩을 연출하였다. 슬링백으로 라인을 살려주었다.
잔디밭-페스티벌하면? 보헤미안룩,데님 자켓에 프릴 패턴 블라우스와 화이트 팬츠를 매치하여 봄에 어울리는 캐주얼룩을 연출하였다. 스니커즈로 발랄함을 더 하였다.
비오는날 실용적인 트렌치코트,트렌치 코트에 스트라이프 셔츠와 페미닌 스커트를 매치하여 오피스룩을 연출하였다. 스카프 장식 미니 백으로 포인트를 주었다.
패턴 블라우스 예쁘게 입기,패턴 블라우스에 슬랙스 팬츠를 매치하여 오피스룩을 연출하였다. 귀걸이로 포인트를 주었다.
"롱 원피스, 남친이 환호해",롱 자켓에 도트 롱 원피스를 매치하여 러블리한 스타일링을 하였다. 귀걸이로 여성스러움을 더 하였다.
기본 아이템을 위한 코디,가벼운 자켓에 베이직 티셔츠와 일자핏 데님 팬츠를 매치하여 시크한 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
"훈남룩 완성, 기본만 지키면 된다 (남자편)",맨투맨 티셔츠에 스프라이프 패턴의 셔츠를 레이어드해 감각적인 캐주얼 룩을 연출했다. 이때 하의는 화이트로 입어 깔끔한 느낌을 줬다. 
봄나들이엔 트위드 자켓 코디,트위드 자켓에 티셔츠와 부츠컷 진을 매치하여  봄에 어울리는 스타일링을 하였다. 슬링백으로 라인을 살려주었다.
하프 트렌치코트 매니시한 모던룩,하프 트렌치 코트에 브이넥 니트와 H라인 스커트를 매치하여 페미닌 스타일링을 하였다. 목걸이등 액세서리를 매치해도 좋을 것이다.
"새학기, 캠퍼스 여신 코디법",원색의 가디건에 랩스커트를 매치하여 러블리한 스타일링을 하였다. 스카프로 포인트를 주었다.
슬랙스로 완성하는 연하남 룩 (남자편),스트라이프 패턴이 가미된 여름 셔츠에 슬랙스를 매치해 모노톤 룩으로 통일한 모던 데일리 코디를 완성했다. 슬립온으로 심플하게 마무리할 것. 
"놀러갈 때 딱이야, 롱 원피스",야상 점퍼에 롱 원피스를 믹스매치하여 나들이에 어울리는 스타일링을 하였다. 귀걸이로 여성스러움을 더 하였다.
블루종과 청스커트의 만남,블루종 점퍼에 티셔츠와 데님 스커트를 매치하여 데일리룩을 연출하였다. 숄더백으로 캐주얼함을 더 하였다.
누가 입어도 예쁜 옷,오버핏 자켓에 반팔 니트와 데님 팬츠를 매치하여 시크한 스타일링을 하였다. 유니크한 백으로 포인트를 주었다.
"모던 룩의 기본, 체크 재킷",체크자켓에 라운드 티셔츠와 미디 스커트를 매치하여 여성스러운 스타일링을 하였다. 사이드 오픈 힐로 라인을 살려주었다.
"주말, 벚꽃 놀이 코디법",데님 자켓에 티셔츠와 뷔스티에 프린트 롱 원피스를 매치하여 걸리쉬룩을 연출하였다. 스니커즈에 삭스를 매치해도 좋을 것이다.
주말 벚꽃놀이를 위한 데이트룩 (남자편),벚꽃놀이에 어울리는 화사한 핑크 스트라이프 셔츠를 입어보자. 이때 셔츠 단추를 풀고 이너로 기본 라운 티셔츠를 코디해 편안하면서도 심플한 느낌을 강조할 수 있다. 
"친구 결혼식, 이렇게 입어봐!",롱자켓에 티셔츠와 스트라이프 니트 스커트를 매치하여 여성스러운 스타일링을 하였다. 스틸레토 힐로 라인을 살려주었다.
맨투맨티셔츠 코디 꿀팁 (남자편),기본 블랙 컬러의 맨투맨 티셔츠에 면 팬츠를 매치해 캐주얼하면서도 스타일리시한 데이웨어를 연출했다. 여기에 컬러 스니커즈와 크로스바디백으로 마무리했다.
재킷으로 완성한 동안패션,숏 자켓에 라운드 티셔츠와 데님팬츠를 매치하여 심플한 데일리룩을 연출하였다. 귀걸이 등의 액세서리를 매치해도 좋을 것이다.
캐주얼한 체크 재킷 코디법,체크 자켓에 티셔츠와 데님 팬츠를 매치하여 유니크한 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추었다.
회사에 입고가기 좋은 오피스룩,트렌치 코트에 스트라이프 셔츠와 슬랙스를 매치하여 심플한 오피스룩을 연출하였다. 목걸이를 매치해도 좋을 것이다.
"결혼식 하객룩, 고민하지마",루즈핏 코트에 원피스를 매치하여 결혼식등 행사에 어울리는 스타일링을 하였다. 머플러로 포인트를 주었다.
매니시한 아이템의 조합,체크 트렌치 코트에 티셔츠와 와이드 팬츠를 매치하여 매니시한 스타일링을 하였다. 아이템은 톤온톤 매치하였다.
"컨버스로 끝, 이지 캐주얼룩",차이나 자켓에 스트라이프 니트와 롤업 진을 매치하여 이지 캐주얼룩을 연출하였다. 롤업진에 포인트 삭스를 매치해도 좋을 것이다.
"트렌치코트로 완성, 기본 데일리룩",트렌치코트에 기본핏 니트와 베이직 팬츠를 매치하여 편안한 데일리룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
"체크 재킷+블로퍼, 시크한 멋",롤업 체크 자켓에 티셔츠와 슬림 진을 매치하여 시크한 스타일링을 하였다. 블로퍼로 멋스러움을 더 하였다.
청 스커트로 완성한 동안 코디,브이넥 자켓에 스트라이프 티셔츠와 데님 스커트를 매치하여 유니크한 스타일링을 하였다. 로퍼에 삭스를 매치해도 좋을 것이다.
벚꽃을 닮은 훈남 데이트룩 (남자편),얼굴빛을 화사하게 살려주는 분홍색의 맨투맨 티셔츠에 체크 패턴 셔츠를 레이어드해 부드러운 느낌이 감도는 데이트 룩을 연출할 수 있다. 
트렌치코트로 완성한 청순룩,더블 트렌치 코트에 블라우스와 부츠컷 데님을 매치하여 베이직한 데일리룩을 연출하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
벨티드 자켓 -3kg 날씬해 보여,벨트 포인트 자켓에 티셔츠와 미들 스커트를 매치하여 여성스러운 오피스룩을 연출하였다. 슬링백으로 라인을 살려주었다.
데님자켓 힙(Hip)하게 입기 (남자편),뒤 프린팅이 인상적인 유니크한 데님 청재킷에 조거 팬츠를 매치하고 후드 티셔츠와 힙쌕으로 마무리한 트렌디한 느낌의 데일리 룩을 연출했다. 
체크 자켓으로 완성한 캠퍼스 코디,체크 자켓에 포인트 티셔츠와 부츠컷 진을 매치하여 키치한 스타일링을 하였다. 스니커즈로 포인트를 주었다.
"봄비 내리는 날, 트위드 재킷 출근룩",트위드 자켓에 티셔츠와 슬랙스 팬츠를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 목걸이를 매치해도 좋을 것이다.
아노락으로 완성하는 스포티룩 (남자편),기본 반집업 아노락에 롤업 데님을 매치해 편안하면서도 스타일리시한 캐주얼룩을 연출했다. 힙쌕은 어깨에 가로로 두르고 컬러 모자로 포인트를 줄 수 있다.
"비가 오는 날, 밝은 민트 컬러 코디 (남자편)",밝은 민트 컬러의 셔츠에 기본 브이넥 카디건을 매치하고 청바지나 슬랙스로 마무리한 심플한 느낌의 데이웨어를 연출했다. 여기에 우산을 더해 비 오는 날에 어울리는 코디를 했다. 
신상 트렌치코트 루즈핏이 대세,트렌치코트에 블라우스와 랩 미디 스커트를 매치하여 여성스러운 오피스룩을 연출하였다. 스카프 토트백으로 포인트를 주었다.
"트렌치코트, 화이트데이 데이트 코디 (남자편)",기본 트렌치 코트에 티셔츠와 청바지를 매치해 심플하면서도 세련된 데이트코디를 연출했다. 벨크로 디자인의 스니커즈를 더해 댄디한 멋을 강조할 것.
봄 가디건으로 멋내기! (남자편),"남자, 오늘의 코디! 라운드 티셔츠에 기본 브이넥 가디건을 더해 군더더기없이 심플한 느낌을 자아내는 남친룩을 완성했다. 여기에 컬러 운동화로 포인트를 주면 좋다. "
항공점퍼 이렇게 입어봐,항공 점퍼에 후드 티셔츠와 롤업 진을 매치하여 편안한 캐주얼룩을 연출하였다. 롤업 팬츠에 귀여운 삭스를 매치해도 좋을 것이다.
봄을 담은 그린 컬러 룩,데일러드 자켓에 스웨터와 스커트를 매치하여 다가오는 봄에 어울리는 스타일링을 하였다. 블로퍼로 스타일을 더 하였다.
"체크 재킷을 입는 계절, 봄",체크 자켓에 원색의 니트와 팬츠를 매치하여 키치한 스타일링을 하였다. 팬츠를 롤업하여 포인트 삭스를 매치해도 좋을 것이다.
파스텔 톤 캐주얼룩,롱 자켓에 블라우스와 H라인 스커트를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 목걸이를 매치해도 좋을 것이다.
맨투맨 티셔츠 활용법!,싱글 롱 자켓에 레터링 스웨터와 슬랙스 팬츠를 매치하여 보이시한 스타일링을 하였다.
트위드 자켓으로 봄 분위기,트위드 자켓에 반폴라 니트와 부츠컷 블랙진을 매치하고 크로스백을 매치하여 다가오는 봄에 어울리는 여성스러운 스타일링을 하였다. 포인트 액세서리를 매치해도 좋을 것이다.
대학생 개강룩 코디제안!,소매 포인트 롱 자켓에 라운드 티셔츠와 데님 팬츠를 매치하여 이지 캐주얼룩을 연출하였다.
여성스러운 컬러매칭,케이프 스타일 코트에 카라 니트와 플리츠 스커트를 매치하여 러블리한 스타일링을 하였다.
모던한 오피스룩 제안,롱 코트에 스웨터와 와이드 팬츠를 매치하여 매니시한 오피스룩을 연출하였다.
플라워 스커트로 발랄하게~,오버핏 코트에 루즈핏 니트와 프릴 롱 스커트를 매치하여 걸리쉬한 스타일링을 하였다.
컬러 반팔 니트톱 활용법,베이직 카라 코트에 반팔 니트와 부츠컷 데님 팬츠를 매치하여 페미닌 룩을 연출하였다.
"가벼운 산책룩, 구스다운 점퍼",구스다운 점퍼에 맨투맨 티와 진을 매치하여 이지캐주얼룩을 연출하였다.
플라워 패턴 원피스 입어볼까?,하프 코트에 원피스와 니트 베스트를 레이어드하여 걸리시룩을 연출하였다.
플랫슈즈로 전하는 사랑스러움,벨트 코트에 니트 가디건과 프린지 장식 스커트를 매치하여 러블리룩을 연출하였다.
데이트가 있는 날엔 원피스,파스텔톤 코트에 벨티드 체크 원피스를 매치하여 결혼식등 행사에 어울리는 스타일링을 하였다. 퍼 머플러로 따뜻함을 더 하였다.
다리가 길어보이는 코디법,프린지 장식 체크 자켓에 니트와 블랙 진을 매치하여 봄을 맞이하는 스타일링을 하였다.
"단아해, 가족모임에 딱!",울 자켓에 플레어 니트와 스키니 팬츠를 매치하여 페미닌 룩을 연출하였다.
앵클부츠로 시크함 더해볼까?,블레이져 자켓에 라운드 니트와 부츠컷을 매치하여 포멀룩을 연출하였다.
미리 준비하는 봄,루즈핏 코트에 라운드 니트와 체크 팬츠를 매치하여 심플한 오피스룩을 연출하였다.
컬러 믹스매치 오피스룩,루즈핏 코트에 캐시미어 니트와 랩스커트를 매치하여  여성스러운 스타일링을 하였다.
보이시한 캐주얼 룩,퀼팅 숏점퍼에 라운드넥 티셔츠와 일자 바지를 매치하여 보이시한 스타일링을 하였다.
화이트와 파스텔 컬러의 만남,루즈핏 코트에 파스텔톤 니트와 체크 스커트를 매치하여 러블리한 스타일링을 하였다.
플로럴 원피스로 여성스럽게~,베이직 롱 코트에 프릴 미니원피스를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다.
"클래식한 매력, 캠퍼스룩",체크 핸드메이드 코트에 니트와 부츠컷 진을 매치하여 시크한 스타일링을 하였다.
"화사한 컬러, 봄기운 물씬~",더블 버튼 코트에 소매 포인트 니트와 슬랙스를 매치하여 여성스러운 오피스룩을 연출하였다. 목걸이 등의 액세사리를 매치해도 좋을 것이다.
니트와 스커트로 살리는 페미닌룩,루즈핏 핸드메이드 코트에 라운드넥 니트와 미디 스커트를 매치하여 여성스러운 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
파스텔 컬러의 스윗한 만남,오버핏 숏코트에 니트와 미니 스커트를 매치하여 사랑스러운 스타일링을 하였다. 유니크한 플랫 슈즈로 포인트를 주었다.
"영하 12도, 강추위엔 롱패딩",롱 패딩에 스트라이프 니트와 일자핏 진을 매치하여 심플한 캐주얼룩을 연출하였다. 스니커즈로 편안함을 더 하였다.
"베이직, 모던한 롱 코트",베이직 롱 코트에 니트와 스웨이드 스커트를 매치하여 여성스러운 스타일링을 하였다. 귀걸이를 매치해도 좋을 것이다.
산뜻한 겨울 컬러 니트!,케이프 코트에 라운드 스웨터와 트위드 스커트를 매치하여 키치한 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
뷔스티에 원피스 코디 꿀팁,핸드메이드 코트에 스웨터와 체크 원피스를 매치하여 소녀같은 스타일링을 하였다. 로퍼로 귀여움을 더 하였다.
체크 코트로 완성하는 캠퍼스룩,체크 오버핏 코트에 프릴 니트와 슬랙스를 매치하여 사랑스러운  스타일링을 하였다. 펌프스로 라인을 살려주었다.
다시 추워져요~ 동장군엔 롱패딩,퍼 패딩 점퍼에 터틀넥 니트와 데님 팬츠를 매치하여 편안한 캐주얼룩을 연출하였다. 심플 양말로 따뜻함을 더 하였다.
롱패딩 이렇게 입어요,폭스 퍼 패딩 점퍼에 스트라이프 셔츠와 베스트를 레이어드하여 편안한 캐주얼룩을 연출하였다. 레더 스니커즈로 캐주얼함을 더 하였다.
겨울에도 우아한 데이트룩,베이직 코트에 골지 목폴라와 머메이드 스커트를 매치하여 여성스러운 데이트룩을 연출하였다. 펌프스로 라인을 살려주었다.
결혼식 갈 때 뭐 입지?,베이직 코트에 플리츠 원피스를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다.
오피스룩 코디는 슬랙스가 답,핸드메이드 롱코트에 레이어드 니트와 와이드핏 슬랙스를 매치하여 매니시한 스타일링을 하였다. 포인트 양말을 매치해도 좋을 것이다.
모던한 체크로 멋내기,
결혼식에 어울리는 하객룩,캐시미어 롱코트에 울 가디건과 스커트를 매치하여 결혼식 등 행사에 어울리는 스타일링을 하였다. 앵클부츠로 라인을 살려주었다.
루즈핏 코트로 모던하게,체크 롱코트에 니트와 슬랙스를 매치하여 시크한 스타일링을 하였다.
롱 부츠의 색다른 코디법,더블 코트에 아가일 패턴 가디건에 미니스커트를 매치하여 여성스러운 스타일링을 하였다.
라쿤털 패딩으로 한파 대비,라쿤털 패딩에 파스텔톤 니트와 코튼 팬츠를 매치하여 편안한 캐주얼룩을 연출하였다.
소녀같은 데이트룩의 비밀,모직 코트에 롱 원피스를 매치하여 소녀같은 스타일링을 하였다.
그뤠잇! 블루 컬러 코디법,핸드메이드 코트에 니트와 진을 매치하여 심플한 데일리룩을 연출하였다.
뷔스티에 원피스로 소녀스럽게,핸드메이드 코트에 폴라 니트와 원피스를 레이어드 매치하여 소녀같은 스타일링을 하였다.
"새해 첫날, 따뜻한 하이넥 무스탕",하이넥 무스탕 롱 자켓에 무지 스웨터와 진을 매치하여 시크한 스타일링을 하였다.
"블루 컬러, 발랄한 여대생룩",루즈핏 코트에 앙고라 니트와 스트레이트 진을 매치하여 캐주얼룩을 연출하였다.
플라워 원피스 사람들이 쳐다봐~,모직 롱코트에 니트와 원피스를 레이어드 매치하여 소녀같은 스타일링을 하였다.
시크한 롱코트 연출법,체크 롱코트에 니트와 와이드 팬츠를 매치하여 시크한 스타일링을 하였다.
연말 모임엔 벨티드 코트,베이직 울 코트에 폴라 니트와 스키니진을 매치하여 심플한 데일리룩을 연출하였다.
에스닉 원피스로 발랄하게,허리벨트 모직코트에 라운드넥 니트와 원피스를 레이어드하여 소녀같은 스타일링을 하였다.
시크한 감성의 올 블랙 룩,헤링본 자켓에 캐시미어 니트와 팬츠를 매치하여 모노톤의 스타일링을 하였다.
한파에는 핸드메이드 코트,핸드메이드 코트에 폴라넥 니트와 미디엄 스커트를 매치하여 여성스러운 오피스룩을 연출하였다.
"모던 오피스룩, 슬랙스가 기본",더블 모직 자켓에 폴라남방과 슬랙스를 매치하여 오피스룩을 연출하였다.
"눈 내리는 날, 구스다운 점퍼",구스다운 점퍼에 터틀넥 니트와 가죽 레깅스로 추운 날씨에 어울리는 스타일링을 하였다.
주말 데이트&결혼식 코디는?,루즈핏 모직코트에 라운드 니트와 트위드 스커트를 매치하여 여성스러운 스타일링을 하였다. 스텔레토 힐로 라인을 살려주었다.
도시 여자를 위한 페미닌 슬랙스,롱코트에 폴라 티셔츠와 슬랙스를 매치하여 심플한 스타일링을 하였다. 아이템은 블랙으로 톤을 맞추어 연출하였다.
"영하권 기온, 무스탕이 정답",무스탕 자켓에 터틀 니트와 데님진을 매치하여 시크한 스타일링을 하였다. 크로스백으로 포인트를 주었다.
